???ID,?????,???????,??????,??????, ??? ,????,??????, ??? 
347,2019-03-11,26,???????,SP320554," 300,000 ",11,0," 3,300,000 "
348,2019-03-11,10,??????,PA220278," 14,000 ",6,0," 84,000 "
349,2019-03-11,5,???????,BP350680," 239,800 ",5,0," 1,199,000 "
350,2019-03-12,36,?¢¬??????,EP330676," 71,500 ",23,0.1," 1,480,050 "
351,2019-03-12,7,??????,NT150384," 628,600 ",7,0," 4,400,200 "
352,2019-03-12,50,???¥í??????,PA220178," 33,900 ",7,0," 237,300 "
353,2019-03-13,43,?????,MT180395," 338,700 ",13,0," 4,403,100 "
354,2019-03-13,47,???¥í????,BH060516," 49,200 ",9,0.1," 398,520 "
355,2019-03-13,50,???¥í??????,PA220214," 34,900 ",13,0.1," 408,330 "
356,2019-03-13,1,???????,TV090351," 607,000 ",13,0," 7,891,000 "
357,2019-03-14,27,???????,CA280284," 115,300 ",11,0," 1,268,300 "
358,2019-03-14,30,???????,TV090346," 570,600 ",7,0," 3,994,200 "
359,2019-03-14,2,????????,SP320536," 363,000 ",4,0," 1,452,000 "
360,2019-03-14,18,????????,CA270494," 653,800 ",28,0.1," 16,475,760 "
361,2019-03-14,21,???????,PA220111," 33,900 ",14,0," 474,600 "
362,2019-03-14,23,??????????,SP320536," 363,000 ",2,0.1," 653,400 "
363,2019-03-15,39,????????,NT150690," 776,600 ",12,0," 9,319,200 "
364,2019-03-15,20,????????,CA280117," 53,800 ",14,0.1," 677,880 "
365,2019-03-15,43,?????,PA220063," 16,000 ",4,0," 64,000 "
366,2019-03-15,47,???¥í????,MP010034," 80,700 ",6,0.1," 435,780 "
367,2019-03-15,38,K????,PJ200274," 219,500 ",10,0," 2,195,000 "
368,2019-03-15,52,???²J,SP310575," 310,800 ",7,0," 2,175,600 "
369,2019-03-15,36,?¢¬??????,SP310575," 310,800 ",56,0," 17,404,800 "
370,2019-03-16,7,??????,PA220333," 36,400 ",4,0," 145,600 "
371,2019-03-16,52,???²J,DV350158," 15,400 ",11,0," 169,400 "
372,2019-03-16,37,J????,TV090349," 570,600 ",6,0," 3,423,600 "
373,2019-03-16,41,???????,PA220334," 36,400 ",23,0," 837,200 "
374,2019-03-16,11,???????,DV350169," 148,100 ",3,0," 444,300 "
375,2019-03-16,11,???????,DV350170," 194,200 ",6,0," 1,165,200 "
376,2019-03-17,29,?¨ù?????,BH060518," 49,200 ",5,0.1," 221,400 "
377,2019-03-17,4,???????,PA220225," 17,400 ",6,0," 104,400 "
378,2019-03-17,47,???¥í????,PA220306," 36,300 ",4,0," 145,200 "
379,2019-03-18,15,??????,SP320699," 832,200 ",6,0," 4,993,200 "
380,2019-03-18,27,???????,NT150381," 515,400 ",2,0," 1,030,800 "
381,2019-03-18,23,??????????,PJ190608," 992,800 ",3,0," 2,978,400 "
382,2019-03-18,29,?¨ù?????,OA290019," 43,700 ",20,0," 874,000 "
383,2019-03-18,21,???????,OA290019," 43,700 ",1,0," 43,700 "
384,2019-03-19,26,???????,NT150379," 515,400 ",11,0," 5,669,400 "
385,2019-03-19,43,?????,TV090660," 1,557,600 ",11,0," 17,133,600 "
386,2019-03-19,20,????????,MP010043," 129,100 ",19,0.1," 2,207,610 "
387,2019-03-19,19,????????,OA290047," 30,000 ",28,0," 840,000 "
388,2019-03-19,37,J????,TV090658," 1,293,600 ",22,0," 28,459,200 "
389,2019-03-19,27,???????,TV090659," 1,337,600 ",7,0," 9,363,200 "
390,2019-03-20,49,???????,MP010028," 223,100 ",12,0.1," 2,409,480 "
391,2019-03-20,50,???¥í??????,DS240471," 475,800 ",19,0.1," 8,136,180 "
392,2019-03-20,15,??????,PA220231," 156,600 ",28,0.1," 3,946,320 "
393,2019-03-20,18,????????,PA220236," 61,900 ",4,0," 247,600 "
394,2019-03-20,6,??¥é? ????,DC230638," 433,000 ",12,0.1," 4,676,400 "
395,2019-03-21,33,???????,CA270488," 226,100 ",7,0.1," 1,424,430 "
396,2019-03-21,34,ABC???,PJ190662," 437,800 ",19,0," 8,318,200 "
397,2019-03-21,31,????????,PA220212," 202,000 ",21,0," 4,242,000 "
398,2019-03-21,20,????????,TV090655," 593,800 ",8,0.1," 4,275,360 "
399,2019-03-21,52,???²J,PA330081," 113,700 ",5,0.1," 511,650 "
400,2019-03-21,52,???²J,PJ190609," 992,800 ",5,0," 4,964,000 "
401,2019-03-22,37,J????,OA290227," 27,900 ",31,0," 864,900 "
402,2019-03-22,2,????????,SP310578," 313,200 ",3,0.1," 845,640 "
403,2019-03-22,22,????????,NT150686," 1,099,800 ",25,0," 27,495,000 "
404,2019-03-22,26,???????,PC170693," 423,700 ",48,0," 20,337,600 "
405,2019-03-22,13,??????,OA290227," 27,900 ",4,0.1," 100,440 "
406,2019-03-23,52,???²J,CA270485," 222,100 ",4,0," 888,400 "
407,2019-03-23,8,?¡Æ?????,CA280310," 30,400 ",11,0.1," 300,960 "
408,2019-03-23,38,K????,CA280287," 520,400 ",10,0.1," 4,683,600 "
409,2019-03-23,31,????????,PA220206," 40,200 ",13,0," 522,600 "
410,2019-03-23,18,????????,SP320550," 300,000 ",5,0," 1,500,000 "
411,2019-03-24,13,??????,PA220268," 18,700 ",5,0," 93,500 "
412,2019-03-24,22,????????,MP010011," 19,500 ",19,0.1," 333,450 "
413,2019-03-24,11,???????,MP010005," 242,700 ",5,0.1," 1,092,150 "
414,2019-03-24,21,???????,PA220076," 26,800 ",39,0," 1,045,200 "
415,2019-03-24,29,?¨ù?????,PA220064," 16,000 ",2,0," 32,000 "
416,2019-03-25,16,???????,BH060506," 34,600 ",11,0.1," 342,540 "
417,2019-03-25,30,???????,NT150456," 537,000 ",15,0," 8,055,000 "
418,2019-03-25,1,???????,MP010033," 80,700 ",16,0.1," 1,162,080 "
419,2019-03-25,7,??????,DS240469," 398,200 ",8,0.1," 2,867,040 "
420,2019-03-25,18,????????,OA290229," 27,900 ",12,0," 334,800 "
421,2019-03-26,22,????????,TV090644," 607,000 ",57,0," 34,599,000 "
422,2019-03-26,38,K????,CA280282," 115,300 ",12,0.1," 1,245,240 "
423,2019-03-26,27,???????,NT150684," 659,800 ",10,0," 6,598,000 "
424,2019-03-27,31,????????,SP320544," 351,600 ",61,0," 21,447,600 "
425,2019-03-27,52,???²J,OA290182," 53,200 ",42,0," 2,234,400 "
426,2019-03-27,49,???????,SP320560," 210,000 ",23,0," 4,830,000 "
427,2019-03-27,12,???????,NT150688," 459,800 ",7,0," 3,218,600 "
428,2019-03-27,12,???????,DV350167," 148,100 ",7,0," 1,036,700 "
429,2019-03-27,25,?????,SP320544," 351,600 ",6,0," 2,109,600 "
430,2019-03-28,13,??????,PA220233," 156,600 ",11,0," 1,722,600 "
431,2019-03-28,41,???????,SP320542," 351,600 ",7,0," 2,461,200 "
432,2019-03-28,24,????????,PA220224," 17,400 ",6,0," 104,400 "
433,2019-03-28,27,???????,TV090358," 816,500 ",17,0," 13,880,500 "
434,2019-03-29,8,?¡Æ?????,OA290203," 35,200 ",12,0," 422,400 "
435,2019-03-29,31,????????,OA290019," 43,700 ",6,0," 262,200 "
436,2019-03-29,9,?????,OA290078," 43,700 ",31,0," 1,354,700 "
437,2019-03-29,8,?¡Æ?????,OA290203," 35,200 ",13,0," 457,600 "
438,2019-03-29,9,?????,OA290078," 43,700 ",6,0," 262,200 "
439,2019-03-30,18,????????,PA220301," 21,000 ",3,0," 63,000 "
440,2019-03-30,14,?????,CA270487," 226,100 ",7,0.1," 1,424,430 "
441,2019-03-30,44,????????,BH060515," 49,200 ",19,0.1," 841,320 "
442,2019-03-31,25,?????,CA270422," 848,400 ",7,0.1," 5,344,920 "
443,2019-03-31,34,ABC???,PA220304," 21,000 ",4,0," 84,000 "
444,2019-03-31,4,???????,TV090647," 807,600 ",4,0," 3,230,400 "
445,2019-03-31,45,??????,PA220200," 34,300 ",6,0.1," 185,220 "
446,2019-03-31,9,?????,TVAC040666," 550,000 ",7,0," 3,850,000 "
447,2019-04-01,26,???????,MP010043," 129,100 ",5,0.2," 516,400 "
448,2019-04-01,7,??????,MT180395," 338,700 ",5,0," 1,693,500 "
449,2019-04-01,31,????????,OA290108," 37,600 ",16,0," 601,600 "
450,2019-04-01,14,?????,MT180393," 314,500 ",7,0.2," 1,761,200 "
451,2019-04-01,6,??¥é? ????,PJ190250," 907,400 ",4,0.2," 2,903,680 "
452,2019-04-01,49,???????,PA220307," 36,300 ",13,0.2," 377,520 "
453,2019-04-02,31,????????,OA290078," 43,700 ",7,0," 305,900 "
454,2019-04-02,12,???????,PC170378," 569,400 ",4,0," 2,277,600 "
455,2019-04-02,34,ABC???,PA220329," 85,000 ",6,0.1," 459,000 "
456,2019-04-02,34,ABC???,SP320544," 351,600 ",3,0," 1,054,800 "
457,2019-04-03,21,???????,CA280188," 26,900 ",2,0.1," 48,420 "
458,2019-04-03,20,????????,DV350164," 20,000 ",4,0," 80,000 "
459,2019-04-03,36,?¢¬??????,MP010002," 242,700 ",5,0.1," 1,092,150 "
460,2019-04-03,22,????????,BH060623," 161,500 ",21,0," 3,391,500 "
461,2019-04-04,47,???¥í????,PJ200614," 261,500 ",6,0," 1,569,000 "
462,2019-04-04,11,???????,MP010003," 242,700 ",7,0.2," 1,359,120 "
463,2019-04-04,31,????????,PJ200274," 219,500 ",16,0," 3,512,000 "
464,2019-04-04,18,????????,NT150392," 700,300 ",7,0.2," 3,921,680 "
465,2019-04-04,10,??????,SP310567," 325,400 ",6,0.2," 1,561,920 "
466,2019-04-04,31,????????,TV090655," 593,800 ",30,0.1," 16,032,600 "
467,2019-04-04,10,??????,SP310567," 325,400 ",6,0," 1,952,400 "
468,2019-04-05,47,???¥í????,PA330243," 5,500 ",35,0.2," 154,000 "
469,2019-04-05,22,????????,MP010055," 162,700 ",3,0.2," 390,480 "
470,2019-04-05,6,??¥é? ????,OA290078," 43,700 ",25,0," 1,092,500 "
471,2019-04-05,14,?????,TV090658," 1,293,600 ",6,0," 7,761,600 "
472,2019-04-06,46,?¥ì?????,NT150380," 515,400 ",4,0.1," 1,855,440 "
473,2019-04-06,26,???????,CA280112," 248,900 ",7,0.1," 1,568,070 "
474,2019-04-06,31,????????,TV090369," 512,700 ",17,0," 8,715,900 "
475,2019-04-06,26,???????,TV090364," 1,436,600 ",6,0," 8,619,600 "
476,2019-04-07,43,?????,MT180402," 496,400 ",6,0," 2,978,400 "
477,2019-04-07,19,????????,SP320542," 351,600 ",12,0.1," 3,797,280 "
478,2019-04-07,15,??????,DV350145," 218,500 ",9,0.1," 1,769,850 "
479,2019-04-07,24,????????,PA220260," 17,400 ",55,0.1," 861,300 "
480,2019-04-08,45,??????,CA280191," 26,900 ",18,0.2," 387,360 "
481,2019-04-08,51,??????,TV090366," 1,436,600 ",10,0," 14,366,000 "
482,2019-04-08,30,???????,BH060623," 161,500 ",11,0.1," 1,598,850 "
483,2019-04-08,40,????????,TVAC040670," 66,000 ",11,0," 726,000 "
484,2019-04-09,12,???????,MP010013," 29,000 ",10,0.1," 261,000 "
485,2019-04-09,20,????????,PA220262," 17,400 ",12,0.1," 187,920 "
486,2019-04-09,16,???????,DC230643," 433,000 ",3,0.1," 1,169,100 "
487,2019-04-10,14,?????,DV350160," 15,400 ",10,0.1," 138,600 "
488,2019-04-10,1,???????,BH060514," 49,200 ",17,0.1," 752,760 "
489,2019-04-10,15,??????,OA290180," 48,800 ",12,0.2," 468,480 "
490,2019-04-10,49,???????,SP310290," 310,800 ",11,0.2," 2,735,040 "
491,2019-04-10,49,???????,SP310290," 310,800 ",10,0.1," 2,797,200 "
492,2019-04-11,3,??????,CA270441," 502,000 ",8,0.1," 3,614,400 "
493,2019-04-11,8,?¡Æ?????,OA290186," 27,900 ",31,0.1," 778,410 "
494,2019-04-11,48,????????,AD340678," 264,000 ",15,0.2," 3,168,000 "
495,2019-04-11,18,????????,PA220224," 17,400 ",3,0.1," 46,980 "
496,2019-04-11,51,??????,DC230639," 433,000 ",10,0.1," 3,897,000 "
497,2019-04-11,8,?¡Æ?????,OA290186," 27,900 ",12,0.1," 301,320 "
498,2019-04-12,52,???²J,PJ190609," 992,800 ",6,0," 5,956,800 "
499,2019-04-12,26,???????,PA330297," 15,100 ",7,0.1," 95,130 "
500,2019-04-12,39,????????,MP010059," 133,500 ",9,0.1," 1,081,350 "
501,2019-04-12,47,???¥í????,TV090344," 424,900 ",11,0.1," 4,206,510 "
502,2019-04-13,4,???????,SP310572," 350,900 ",4,0.1," 1,263,240 "
503,2019-04-13,16,???????,PA220063," 16,000 ",3,0.1," 43,200 "
504,2019-04-13,12,???????,NT150681," 975,000 ",6,0," 5,850,000 "
505,2019-04-13,8,?¡Æ?????,CA270479," 242,300 ",8,0.1," 1,744,560 "
506,2019-04-13,4,???????,SP310572," 350,900 ",4,0.1," 1,263,240 "
507,2019-04-14,46,?¥ì?????,PA220200," 34,300 ",4,0," 137,200 "
508,2019-04-14,50,???¥í??????,OA290030," 43,700 ",2,0.1," 78,660 "
509,2019-04-14,10,??????,PA220312," 22,800 ",5,0," 114,000 "
510,2019-04-14,14,?????,PA220088," 131,200 ",4,0.1," 472,320 "
511,2019-04-14,18,????????,MP010026," 223,100 ",2,0," 446,200 "
512,2019-04-14,50,???¥í??????,SP310549," 352,100 ",3,0," 1,056,300 "
513,2019-04-15,50,???¥í??????,PA330295," 15,100 ",2,0," 30,200 "
514,2019-04-15,27,???????,CA270500," 652,900 ",34,0.2," 17,758,880 "
515,2019-04-15,25,?????,NT150388," 628,600 ",15,0," 9,429,000 "
516,2019-04-15,34,ABC???,PA220213," 202,000 ",7,0.2," 1,131,200 "
517,2019-04-16,35,?????,TV090363," 1,436,600 ",3,0," 4,309,800 "
518,2019-04-16,34,ABC???,CA270408," 568,000 ",13,0.1," 6,645,600 "
519,2019-04-16,8,?¡Æ?????,TV090656," 633,600 ",2,0," 1,267,200 "
520,2019-04-16,23,??????????,CA270418," 860,500 ",19,0.1," 14,714,550 "
521,2019-04-16,42,?¯C????,PA220339," 113,700 ",2,0," 227,400 "
522,2019-04-16,21,???????,SP310575," 310,800 ",8,0," 2,486,400 "
523,2019-04-17,22,????????,OA290203," 35,200 ",2,0.2," 56,320 "
524,2019-04-17,48,????????,NT150598," 700,300 ",8,0," 5,602,400 "
525,2019-04-17,52,???²J,BH060505," 46,100 ",6,0.2," 221,280 "
526,2019-04-17,16,???????,PA220073," 71,200 ",3,0.2," 170,880 "
527,2019-04-17,10,??????,SP320564," 210,000 ",8,0," 1,680,000 "
528,2019-04-18,46,?¥ì?????,CA280223," 9,300 ",5,0.1," 41,850 "
529,2019-04-18,31,????????,PA220305," 36,300 ",3,0," 108,900 "
530,2019-04-18,50,???¥í??????,SP320554," 300,000 ",2,0," 600,000 "
531,2019-04-18,33,???????,PA220325," 28,200 ",2,0," 56,400 "
532,2019-04-18,10,??????,TV090347," 570,600 ",2,0," 1,141,200 "
533,2019-04-19,47,???¥í????,MP010001," 242,700 ",4,0," 970,800 "
534,2019-04-19,13,??????,SP320526," 285,000 ",21,0," 5,985,000 "
535,2019-04-19,47,???¥í????,OA290078," 43,700 ",10,0," 437,000 "
536,2019-04-20,39,????????,PA220074," 71,200 ",14,0," 996,800 "
537,2019-04-20,17,?????????,PA220278," 14,000 ",4,0," 56,000 "
538,2019-04-20,11,???????,SP320698," 832,200 ",2,0.2," 1,331,520 "
539,2019-04-20,11,???????,SP320525," 285,000 ",4,0.1," 1,026,000 "
540,2019-04-20,6,??¥é? ????,TV090644," 607,000 ",4,0," 2,428,000 "
541,2019-04-20,11,???????,SP320698," 832,200 ",7,0.2," 4,660,320 "
542,2019-04-21,21,???????,PA220101," 24,200 ",3,0.1," 65,340 "
543,2019-04-21,5,???????,TV090646," 816,500 ",11,0," 8,981,500 "
544,2019-04-21,27,???????,PA330083," 113,700 ",7,0.1," 716,310 "
545,2019-04-22,16,???????,PA220219," 40,300 ",2,0.1," 72,540 "
546,2019-04-22,27,???????,BH060634," 218,700 ",22,0.2," 3,849,120 "
547,2019-04-22,36,?¢¬??????,TV090363," 1,436,600 ",5,0," 7,183,000 "
548,2019-04-22,43,?????,CA280194," 105,000 ",7,0.1," 661,500 "
549,2019-04-22,45,??????,DS240469," 398,200 ",5,0.1," 1,791,900 "
550,2019-04-23,41,???????,MT180376," 60,400 ",6,0.1," 326,160 "
551,2019-04-23,6,??¥é? ????,DV350168," 148,100 ",1,0.1," 133,290 "
552,2019-04-23,46,?¥ì?????,SP320541," 400,600 ",4,0.2," 1,281,920 "
553,2019-04-24,12,???????,PA220067," 24,100 ",1,0.1," 21,690 "
554,2019-04-24,31,????????,MP010040," 94,300 ",14,0.1," 1,188,180 "
555,2019-04-24,23,??????????,OA290108," 37,600 ",3,0.2," 90,240 "
556,2019-04-25,46,?¥ì?????,OA290228," 27,900 ",6,0.1," 150,660 "
557,2019-04-25,29,?¨ù?????,CA280131," 70,200 ",5,0.1," 315,900 "
558,2019-04-25,51,??????,PA220075," 26,800 ",4,0.1," 96,480 "
559,2019-04-25,48,????????,PA220085," 67,300 ",3,0.2," 161,520 "
560,2019-04-25,48,????????,MT180605," 338,700 ",2,0.2," 541,920 "
561,2019-04-25,46,?¥ì?????,OA290228," 27,900 ",3,0.1," 75,330 "
562,2019-04-26,22,????????,BH060634," 218,700 ",2,0.1," 393,660 "
563,2019-04-26,47,???¥í????,NT150384," 628,600 ",3,0.2," 1,508,640 "
564,2019-04-26,2,????????,PA220071," 30,800 ",7,0.1," 194,040 "
565,2019-04-26,35,?????,DV350157," 21,800 ",4,0.2," 69,760 "
566,2019-04-27,51,??????,CA270484," 228,800 ",7,0.1," 1,441,440 "
567,2019-04-27,38,K????,CA270486," 222,100 ",3,0.1," 599,670 "
568,2019-04-27,34,ABC???,MT180401," 496,400 ",2,0.1," 893,520 "
569,2019-04-27,20,????????,PA220100," 24,200 ",6,0.1," 130,680 "
570,2019-04-27,25,?????,TV090355," 455,400 ",22,0," 10,018,800 "
571,2019-04-27,43,?????,DV350168," 148,100 ",2,0.1," 266,580 "
572,2019-04-27,43,?????,DV350172," 194,200 ",4,0," 776,800 "
573,2019-04-28,27,???????,OA290078," 43,700 ",12,0.2," 419,520 "
574,2019-04-28,43,?????,CA280133," 70,200 ",3,0.1," 189,540 "
575,2019-04-28,23,??????????,SP310575," 310,800 ",15,0," 4,662,000 "
576,2019-04-29,35,?????,CA280128," 37,700 ",2,0.1," 67,860 "
577,2019-04-29,51,??????,NT150600," 916,200 ",2,0," 1,832,400 "
578,2019-04-29,34,ABC???,EP330672," 71,500 ",9,0.1," 579,150 "
579,2019-04-29,11,???????,TV090358," 816,500 ",2,0," 1,633,000 "
580,2019-04-30,41,???????,MP010005," 242,700 ",18,0.2," 3,494,880 "
581,2019-04-30,21,???????,CA270478," 253,000 ",3,0.1," 683,100 "
582,2019-04-30,10,??????,TV090365," 1,436,600 ",1,0," 1,436,600 "
583,2019-04-30,8,?¡Æ?????,CA270480," 228,800 ",9,0.1," 1,853,280 "
584,2019-04-30,10,??????,TV090650," 594,000 ",2,0," 1,188,000 "
585,2019-04-30,21,???????,TVAC040670," 66,000 ",7,0," 462,000 "
586,2019-05-01,16,???????,DC230643," 433,000 ",9,0.1," 3,507,300 "
587,2019-05-01,33,???????,PJ190251," 1,085,800 ",13,0," 14,115,400 "
588,2019-05-01,4,???????,NT150387," 628,600 ",3,0," 1,885,800 "
589,2019-05-01,36,?¢¬??????,NT150461," 554,700 ",4,0.1," 1,996,920 "
590,2019-05-02,12,???????,DS240469," 398,200 ",3,0.1," 1,075,140 "
591,2019-05-02,10,??????,PA220096," 16,000 ",4,0.1," 57,600 "
592,2019-05-02,37,J????,NT150460," 491,400 ",2,0," 982,800 "
593,2019-05-02,3,??????,SP310575," 310,800 ",2,0.1," 559,440 "
594,2019-05-03,16,???????,MP010041," 129,100 ",9,0," 1,161,900 "
595,2019-05-03,47,???¥í????,CA280284," 115,300 ",3,0.1," 311,310 "
596,2019-05-03,44,????????,OA290079," 43,700 ",3,0.1," 117,990 "
597,2019-05-03,30,???????,MP010005," 242,700 ",7,0," 1,698,900 "
598,2019-05-03,51,??????,PA220123," 29,000 ",8,0.1," 208,800 "
599,2019-05-03,44,????????,OA290079," 43,700 ",7,0.1," 275,310 "
600,2019-05-04,41,???????,SP320547," 332,400 ",7,0.1," 2,094,120 "
601,2019-05-04,28,????????,TV090360," 816,500 ",5,0," 4,082,500 "
602,2019-05-04,15,??????,TVAC040669," 99,000 ",8,0.1," 712,800 "
603,2019-05-04,47,???¥í????,SP310696," 313,200 ",3,0.1," 845,640 "
604,2019-05-04,5,???????,MT180605," 338,700 ",5,0.1," 1,524,150 "
605,2019-05-04,6,??¥é? ????,TV090653," 769,800 ",7,0," 5,388,600 "
606,2019-05-04,6,??¥é? ????,DV350167," 148,100 ",20,0.1," 2,665,800 "
607,2019-05-04,8,?¡Æ?????,SP310565," 242,800 ",5,0," 1,214,000 "
608,2019-05-04,33,???????,TV090661," 2,217,600 ",7,0," 15,523,200 "
609,2019-05-04,41,???????,SP320547," 332,400 ",5,0.1," 1,495,800 "
610,2019-05-05,41,???????,NT150383," 515,400 ",8,0," 4,123,200 "
611,2019-05-05,35,?????,OA290021," 43,700 ",5,0.1," 196,650 "
612,2019-05-05,23,??????????,PJ190610," 992,800 ",16,0," 15,884,800 "
613,2019-05-05,28,????????,NT150381," 515,400 ",9,0," 4,638,600 "
614,2019-05-05,10,??????,NT150600," 916,200 ",7,0," 6,413,400 "
615,2019-05-05,47,???¥í????,OA290205," 35,200 ",3,0.1," 95,040 "
616,2019-05-06,24,????????,MP010041," 129,100 ",8,0.1," 929,520 "
617,2019-05-06,38,K????,MP010053," 261,700 ",14,0.1," 3,297,420 "
618,2019-05-06,36,?¢¬??????,SP320532," 321,900 ",11,0.1," 3,186,810 "
619,2019-05-07,10,??????,SP320525," 285,000 ",10,0.1," 2,565,000 "
620,2019-05-07,1,???????,TV090659," 1,337,600 ",19,0," 25,414,400 "
621,2019-05-07,42,?¯C????,NT150462," 628,600 ",7,0," 4,400,200 "
622,2019-05-07,53,????????,SP320702," 932,200 ",17,0.1," 14,262,660 "
623,2019-05-07,40,????????,OA290030," 43,700 ",10,0.1," 393,300 "
624,2019-05-07,40,????????,DV350169," 148,100 ",8,0," 1,184,800 "
625,2019-05-07,22,????????,SP320547," 332,400 ",3,0.1," 897,480 "
626,2019-05-07,53,????????,SP320702," 932,200 ",2,0," 1,864,400 "
627,2019-05-08,19,????????,PJ190254," 628,600 ",7,0," 4,400,200 "
628,2019-05-08,5,???????,NT150595," 628,600 ",7,0," 4,400,200 "
629,2019-05-08,39,????????,TV090651," 462,000 ",8,0," 3,696,000 "
630,2019-05-08,4,???????,OA290181," 48,800 ",12,0.1," 527,040 "
631,2019-05-08,43,?????,TVAC040669," 99,000 ",11,0," 1,089,000 "
632,2019-05-09,40,????????,OA290181," 48,800 ",21,0," 1,024,800 "
633,2019-05-09,20,????????,PA220261," 17,400 ",2,0.1," 31,320 "
634,2019-05-09,53,????????,SP310578," 313,200 ",7,0," 2,192,400 "
635,2019-05-09,40,????????,PA220232," 156,600 ",7,0.1," 986,580 "
636,2019-05-09,28,????????,TV090350," 607,000 ",30,0.1," 16,389,000 "
637,2019-05-09,50,???¥í??????,CA270484," 228,800 ",7,0.1," 1,441,440 "
638,2019-05-09,47,???¥í????,PJ190664," 437,800 ",2,0," 875,600 "
639,2019-05-09,10,??????,TV090658," 1,293,600 ",2,0.1," 2,328,480 "
640,2019-05-09,40,????????,OA290181," 48,800 ",7,0.1," 307,440 "
641,2019-05-09,53,????????,SP310578," 313,200 ",4,0," 1,252,800 "
642,2019-05-10,41,???????,CA270490," 680,900 ",15,0.1," 9,192,150 "
643,2019-05-10,50,???¥í??????,NT150688," 459,800 ",46,0," 21,150,800 "
644,2019-05-10,44,????????,OA290023," 22,900 ",2,0.1," 41,220 "
645,2019-05-10,6,??¥é? ????,SP320551," 300,000 ",2,0," 600,000 "
646,2019-05-11,38,K????,TV090648," 556,600 ",6,0," 3,339,600 "
647,2019-05-11,41,???????,TV090652," 638,000 ",3,0," 1,914,000 "
648,2019-05-11,44,????????,OA290227," 27,900 ",5,0.1," 125,550 "
649,2019-05-11,34,ABC???,PA220063," 16,000 ",5,0.1," 72,000 "
650,2019-05-12,29,?¨ù?????,DV350152," 13,400 ",8,0.1," 96,480 "
651,2019-05-12,14,?????,CA270432," 508,400 ",3,0.1," 1,372,680 "
652,2019-05-12,41,???????,DV350171," 194,200 ",2,0," 388,400 "
653,2019-05-13,12,???????,TV090344," 424,900 ",3,0," 1,274,700 "
654,2019-05-13,25,?????,MP010059," 133,500 ",4,0," 534,000 "
655,2019-05-13,42,?¯C????,TVAC040668," 70,400 ",1,0," 70,400 "
656,2019-05-14,7,??????,DV350152," 13,400 ",4,0," 53,600 "
657,2019-05-14,24,????????,CA270496," 653,800 ",9,0.1," 5,295,780 "
658,2019-05-14,1,???????,NT150460," 491,400 ",2,0," 982,800 "
659,2019-05-14,45,??????,DV350167," 148,100 ",1,0," 148,100 "
660,2019-05-14,45,??????,DV350171," 194,200 ",4,0," 776,800 "
661,2019-05-14,40,????????,TV090648," 556,600 ",27,0," 15,028,200 "
662,2019-05-15,7,??????,TV090345," 424,900 ",4,0," 1,699,600 "
663,2019-05-15,13,??????,SP310293," 355,700 ",4,0," 1,422,800 "
664,2019-05-15,46,?¥ì?????,CA270407," 568,000 ",8,0.1," 4,089,600 "
665,2019-05-16,27,???????,NT150688," 459,800 ",2,0," 919,600 "
666,2019-05-16,28,????????,TV090355," 455,400 ",1,0," 455,400 "
667,2019-05-16,3,??????,BH060629," 139,600 ",3,0," 418,800 "
668,2019-05-16,30,???????,PA220341," 113,700 ",46,0," 5,230,200 "
669,2019-05-16,15,??????,NT150454," 515,400 ",9,0.1," 4,174,740 "
670,2019-05-17,30,???????,DS240471," 475,800 ",6,0.1," 2,569,320 "
671,2019-05-17,40,????????,PA220094," 36,200 ",52,0," 1,882,400 "
672,2019-05-17,35,?????,NT150688," 459,800 ",22,0," 10,115,600 "
673,2019-05-17,32,????????,BH060625," 161,500 ",3,0.1," 436,050 "
674,2019-05-18,34,ABC???,PA220110," 33,900 ",1,0," 33,900 "
675,2019-05-18,49,???????,BH060504," 46,100 ",9,0," 414,900 "
676,2019-05-18,10,??????,NT150600," 916,200 ",35,0," 32,067,000 "
677,2019-05-19,43,?????,PA220315," 20,900 ",1,0," 20,900 "
678,2019-05-19,53,????????,PA220302," 21,000 ",4,0," 84,000 "
679,2019-05-19,23,??????????,SP310566," 242,800 ",2,0," 485,600 "
680,2019-05-19,29,?¨ù?????,CA280299," 80,700 ",82,0.1," 5,955,660 "
681,2019-05-19,43,?????,DV350165," 20,000 ",34,0," 680,000 "
682,2019-05-19,28,????????,SP310577," 313,200 ",6,0," 1,879,200 "
683,2019-05-19,28,????????,PJ190258," 992,800 ",5,0," 4,964,000 "
684,2019-05-19,30,???????,DV350167," 148,100 ",1,0.1," 133,290 "
685,2019-05-19,23,??????????,SP310566," 242,800 ",27,0," 6,555,600 "
686,2019-05-20,25,?????,CA280126," 37,700 ",30,0.1," 1,017,900 "
687,2019-05-20,4,???????,MP010053," 261,700 ",9,0," 2,355,300 "
688,2019-05-20,19,????????,MP010007," 281,700 ",6,0," 1,690,200 "
689,2019-05-20,37,J????,PJ200620," 187,100 ",28,0," 5,238,800 "
690,2019-05-20,37,J????,TV090352," 607,000 ",1,0," 607,000 "
691,2019-05-21,42,?¯C????,CA280284," 115,300 ",2,0.1," 207,540 "
692,2019-05-21,14,?????,NT150683," 613,600 ",6,0," 3,681,600 "
693,2019-05-21,13,??????,TVAC040670," 66,000 ",32,0," 2,112,000 "
694,2019-05-21,32,????????,OA290179," 48,800 ",45,0," 2,196,000 "
